"Accession" "TF" "Tissue" "Cell" "IMPACT" "File" "CellDeriv"
"GSM1022657" "CTCF" "HEART" "HCM" "548" "PRJNA63447_GSM1022657_CTCF_peaks.narrowPeak" "Cardiac Myocyte"
"GSM1022658" "CTCF" "BREAST" "MCF-7" "419" "PRJNA63447_GSM1022658_CTCF_peaks.narrowPeak" "Breast"
"GSM1022661" "CTCF" "NEURAL" "HAc" "549" "PRJNA63447_GSM1022661_CTCF_peaks.narrowPeak" "Ovary"
"GSM1022662" "CTCF" "NEURAL" "HAc" "549" "PRJNA63447_GSM1022662_CTCF_peaks.narrowPeak" "Ovary"
"GSM1022663" "CTCF" "BREAST" "MCF-7" "419" "PRJNA63447_GSM1022663_CTCF_peaks.narrowPeak" "Breast"
"GSM1022664" "CTCF" "BLOOD" "GM12864" "550" "PRJNA63447_GSM1022664_CTCF_peaks.narrowPeak" "B cell"
"GSM1022665" "CTCF" "EYE" "HRPEpiC" "345" "PRJNA63447_GSM1022665_CTCF_peaks.narrowPeak" "Retinal Epithelium"
"GSM1022666" "CTCF" "KIDNEY" "RPTEC" "551" "PRJNA63447_GSM1022666_CTCF_peaks.narrowPeak" "Kidney"
"GSM1022667" "CTCF" "KIDNEY" "RPTEC" "551" "PRJNA63447_GSM1022667_CTCF_peaks.narrowPeak" "Kidney"
"GSM1022668" "CTCF" "NEURAL" "HA-sp" "552" "PRJNA63447_GSM1022668_CTCF_peaks.narrowPeak" "Brain"
"GSM1022669" "CTCF" "FIBROBLAST" "HFF-Myc" "553" "PRJNA63447_GSM1022669_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM1022671" "CTCF" "FIBROBLAST" "HFF-Myc" "553" "PRJNA63447_GSM1022671_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM1022675" "CTCF" "FIBROBLAST" "NHDF-neo" "554" "PRJNA63447_GSM1022675_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM1022676" "CTCF" "FIBROBLAST" "NHDF-neo" "554" "PRJNA63447_GSM1022676_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM1022677" "CTCF" "HEART" "HCM" "548" "PRJNA63447_GSM1022677_CTCF_peaks.narrowPeak" "Cardiac Myocyte"
"GSM467647" "GATA1" "BLOOD" "K-562" "34" "PRJNA63447_GSM467647_GATA1_peaks.narrowPeak" "Myeloid"
"GSM467648" "GATA2" "BLOOD" "K-562" "70" "PRJNA63447_GSM467648_GATA2_peaks.narrowPeak" "Myeloid"
"GSM487425" "JUN" "BLOOD" "K-562" "447" "PRJNA63447_GSM487425_JUN_peaks.narrowPeak" "Myeloid"
"GSM487426" "FOS" "BLOOD" "K-562" "35" "PRJNA63447_GSM487426_FOS_peaks.narrowPeak" "Myeloid"
"GSM487427" "MYC" "BLOOD" "K-562" "444" "PRJNA63447_GSM487427_MYC_peaks.narrowPeak" "Myeloid"
"GSM608153" "NR2C2" "BLOOD" "K-562" "555" "PRJNA63447_GSM608153_NR2C2_peaks.narrowPeak" "Myeloid"
"GSM608154" "NR2C2" "BLOOD" "K-562" "555" "PRJNA63447_GSM608154_NR2C2_peaks.narrowPeak" "Myeloid"
"GSM608155" "NR2C2" "LIVER" "Hep G2" "556" "PRJNA63447_GSM608155_NR2C2_peaks.narrowPeak" "Liver"
"GSM608156" "NR2C2" "LIVER" "Hep G2" "556" "PRJNA63447_GSM608156_NR2C2_peaks.narrowPeak" "Liver"
"GSM608157" "NR2C2" "BLOOD" "GM12878" "557" "PRJNA63447_GSM608157_NR2C2_peaks.narrowPeak" "B cell"
"GSM608158" "NR2C2" "BLOOD" "GM12878" "557" "PRJNA63447_GSM608158_NR2C2_peaks.narrowPeak" "B cell"
"GSM608159" "NR2C2" "UTERUS" "HeLa" "210" "PRJNA63447_GSM608159_NR2C2_peaks.narrowPeak" "Cervix"
"GSM608160" "NR2C2" "UTERUS" "HeLa" "210" "PRJNA63447_GSM608160_NR2C2_peaks.narrowPeak" "Cervix"
"GSM608161" "ELK4" "UTERUS" "HeLa" "558" "PRJNA63447_GSM608161_ELK4_peaks.narrowPeak" "Cervix"
"GSM608162" "ELK4" "UTERUS" "HeLa" "558" "PRJNA63447_GSM608162_ELK4_peaks.narrowPeak" "Cervix"
"GSM608163" "ELK1" "UTERUS" "HeLa" "559" "PRJNA63447_GSM608163_ELK1_peaks.narrowPeak" "Cervix"
"GSM730701" "GATA2" "VASCULAR" "HUVEC" "560" "PRJNA63447_GSM730701_GATA2_peaks.narrowPeak" "Endothelial"
"GSM730702" "GATA2" "VASCULAR" "HUVEC" "560" "PRJNA63447_GSM730702_GATA2_peaks.narrowPeak" "Endothelial"
"GSM730703" "FOS" "VASCULAR" "HUVEC" "561" "PRJNA63447_GSM730703_FOS_peaks.narrowPeak" "Endothelial"
"GSM730704" "FOS" "VASCULAR" "HUVEC" "561" "PRJNA63447_GSM730704_FOS_peaks.narrowPeak" "Endothelial"
"GSM748526" "MYC" "BLOOD" "GM12878" "440" "PRJNA63447_GSM748526_MYC_peaks.narrowPeak" "B cell"
"GSM748527" "MYC" "BLOOD" "GM12878" "440" "PRJNA63447_GSM748527_MYC_peaks.narrowPeak" "B cell"
"GSM748531" "MYC" "STEMCELL" "hESC H1" "439" "PRJNA63447_GSM748531_MYC_peaks.narrowPeak" "Stem cell"
"GSM748533" "MYC" "UTERUS" "HeLa" "197" "PRJNA63447_GSM748533_MYC_peaks.narrowPeak" "Cervix"
"GSM748534" "MYC" "UTERUS" "HeLa" "197" "PRJNA63447_GSM748534_MYC_peaks.narrowPeak" "Cervix"
"GSM748538" "CTCF" "LIVER" "Hep G2" "431" "PRJNA63447_GSM748538_CTCF_peaks.narrowPeak" "Liver"
"GSM748539" "CTCF" "LIVER" "Hep G2" "431" "PRJNA63447_GSM748539_CTCF_peaks.narrowPeak" "Liver"
"GSM748540" "MYC" "LIVER" "Hep G2" "441" "PRJNA63447_GSM748540_MYC_peaks.narrowPeak" "Liver"
"GSM748541" "MYC" "LIVER" "Hep G2" "441" "PRJNA63447_GSM748541_MYC_peaks.narrowPeak" "Liver"
"GSM748542" "MYC" "LIVER" "Hep G2" "441" "PRJNA63447_GSM748542_MYC_peaks.narrowPeak" "Liver"
"GSM748547" "MYC" "VASCULAR" "HUVEC" "442" "PRJNA63447_GSM748547_MYC_peaks.narrowPeak" "Endothelial"
"GSM748551" "MYC" "BLOOD" "K-562" "444" "PRJNA63447_GSM748551_MYC_peaks.narrowPeak" "Myeloid"
"GSM748552" "MYC" "BLOOD" "K-562" "444" "PRJNA63447_GSM748552_MYC_peaks.narrowPeak" "Myeloid"
"GSM748553" "MYC" "BLOOD" "K-562" "444" "PRJNA63447_GSM748553_MYC_peaks.narrowPeak" "Myeloid"
"GSM748557" "MYC" "SKIN" "NHEK" "562" "PRJNA63447_GSM748557_MYC_peaks.narrowPeak" "Keratinocyte"
"GSM749665" "CTCF" "FIBROBLAST" "HMF" "563" "PRJNA63447_GSM749665_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749666" "CTCF" "FIBROBLAST" "AoAF" "564" "PRJNA63447_GSM749666_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749667" "CTCF" "NEURAL" "SK-N-SH" "457" "PRJNA63447_GSM749667_CTCF_peaks.narrowPeak" "Brain"
"GSM749668" "CTCF" "KIDNEY" "293" "565" "PRJNA63447_GSM749668_CTCF_peaks.narrowPeak" "Kidney"
"GSM749670" "CTCF" "BLOOD" "GM12875" "566" "PRJNA63447_GSM749670_CTCF_peaks.narrowPeak" "B cell"
"GSM749673" "CTCF" "EYE" "HRPEpiC" "345" "PRJNA63447_GSM749673_CTCF_peaks.narrowPeak" "Retinal Epithelium"
"GSM749674" "CTCF" "VASCULAR" "HUVEC" "428" "PRJNA63447_GSM749674_CTCF_peaks.narrowPeak" "Endothelial"
"GSM749675" "CTCF" "FIBROBLAST" "HMF" "563" "PRJNA63447_GSM749675_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749676" "CTCF" "BLOOD" "GM12864" "550" "PRJNA63447_GSM749676_CTCF_peaks.narrowPeak" "B cell"
"GSM749677" "CTCF" "FIBROBLAST" "BJ" "567" "PRJNA63447_GSM749677_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749678" "CTCF" "FIBROBLAST" "AG04449" "568" "PRJNA63447_GSM749678_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749679" "CTCF" "EYE" "WERI-Rb-1" "569" "PRJNA63447_GSM749679_CTCF_peaks.narrowPeak" "Brain"
"GSM749680" "CTCF" "FIBROBLAST" "AG09309" "570" "PRJNA63447_GSM749680_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749681" "CTCF" "FIBROBLAST" "HPAF" "571" "PRJNA63447_GSM749681_CTCF_peaks.narrowPeak" "Pancreas"
"GSM749683" "CTCF" "LIVER" "Hep G2" "431" "PRJNA63447_GSM749683_CTCF_peaks.narrowPeak" "Liver"
"GSM749684" "CTCF" "LUNG" "SAEC" "572" "PRJNA63447_GSM749684_CTCF_peaks.narrowPeak" "Lung"
"GSM749686" "CTCF" "BLOOD" "GM12873" "541" "PRJNA63447_GSM749686_CTCF_peaks.narrowPeak" "B cell"
"GSM749687" "CTCF" "KIDNEY" "293" "565" "PRJNA63447_GSM749687_CTCF_peaks.narrowPeak" "Kidney"
"GSM749688" "CTCF" "BLOOD" "HL-60" "573" "PRJNA63447_GSM749688_CTCF_peaks.narrowPeak" "Myeloid"
"GSM749689" "CTCF" "GI" "Caco-2" "574" "PRJNA63447_GSM749689_CTCF_peaks.narrowPeak" "Colon"
"GSM749690" "CTCF" "BLOOD" "K-562" "429" "PRJNA63447_GSM749690_CTCF_peaks.narrowPeak" "Myeloid"
"GSM749692" "CTCF" "BLOOD" "GM12872" "542" "PRJNA63447_GSM749692_CTCF_peaks.narrowPeak" "B cell"
"GSM749693" "CTCF" "NEURAL" "SK-N-SH" "457" "PRJNA63447_GSM749693_CTCF_peaks.narrowPeak" "Brain"
"GSM749694" "CTCF" "BLOOD" "GM12872" "542" "PRJNA63447_GSM749694_CTCF_peaks.narrowPeak" "B cell"
"GSM749695" "CTCF" "FIBROBLAST" "AG04449" "568" "PRJNA63447_GSM749695_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749696" "CTCF" "NEURAL" "HA-sp" "552" "PRJNA63447_GSM749696_CTCF_peaks.narrowPeak" "Brain"
"GSM749699" "CTCF" "FIBROBLAST" "HPF" "575" "PRJNA63447_GSM749699_CTCF_peaks.narrowPeak" "Lung"
"GSM749704" "CTCF" "BLOOD" "GM12878" "242" "PRJNA63447_GSM749704_CTCF_peaks.narrowPeak" "B cell"
"GSM749705" "CTCF" "BLOOD" "GM06990" "576" "PRJNA63447_GSM749705_CTCF_peaks.narrowPeak" "B cell"
"GSM749706" "CTCF" "BLOOD" "GM12878" "242" "PRJNA63447_GSM749706_CTCF_peaks.narrowPeak" "B cell"
"GSM749707" "CTCF" "SKIN" "NHEK" "434" "PRJNA63447_GSM749707_CTCF_peaks.narrowPeak" "Keratinocyte"
"GSM749708" "CTCF" "BLOOD" "GM06990" "576" "PRJNA63447_GSM749708_CTCF_peaks.narrowPeak" "B cell"
"GSM749710" "CTCF" "VASCULAR" "HBMEC" "577" "PRJNA63447_GSM749710_CTCF_peaks.narrowPeak" "Brain"
"GSM749711" "CTCF" "BLOOD" "GM12801" "578" "PRJNA63447_GSM749711_CTCF_peaks.narrowPeak" "B cell"
"GSM749712" "CTCF" "GI" "HEEpiC" "579" "PRJNA63447_GSM749712_CTCF_peaks.narrowPeak" "Esophagus"
"GSM749714" "CTCF" "FIBROBLAST" "AG10803" "580" "PRJNA63447_GSM749714_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749715" "CTCF" "LIVER" "Hep G2" "431" "PRJNA63447_GSM749715_CTCF_peaks.narrowPeak" "Liver"
"GSM749717" "CTCF" "FIBROBLAST" "HPF" "575" "PRJNA63447_GSM749717_CTCF_peaks.narrowPeak" "Lung"
"GSM749723" "CTCF" "FIBROBLAST" "AG09319" "581" "PRJNA63447_GSM749723_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749725" "CTCF" "BLOOD" "GM12865" "544" "PRJNA63447_GSM749725_CTCF_peaks.narrowPeak" "B cell"
"GSM749726" "CTCF" "GI" "HEEpiC" "579" "PRJNA63447_GSM749726_CTCF_peaks.narrowPeak" "Esophagus"
"GSM749727" "CTCF" "KIDNEY" "HRE" "582" "PRJNA63447_GSM749727_CTCF_peaks.narrowPeak" "Kidney"
"GSM749728" "CTCF" "FIBROBLAST" "AG09319" "581" "PRJNA63447_GSM749728_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749729" "CTCF" "UTERUS" "HeLa" "427" "PRJNA63447_GSM749729_CTCF_peaks.narrowPeak" "Cervix"
"GSM749730" "CTCF" "BLOOD" "GM12873" "541" "PRJNA63447_GSM749730_CTCF_peaks.narrowPeak" "B cell"
"GSM749732" "CTCF" "FIBROBLAST" "HCFaa" "583" "PRJNA63447_GSM749732_CTCF_peaks.narrowPeak" "Cardiac Fibroblast"
"GSM749733" "CTCF" "BLOOD" "K-562" "429" "PRJNA63447_GSM749733_CTCF_peaks.narrowPeak" "Myeloid"
"GSM749735" "CTCF" "NEURAL" "HCPEpiC" "584" "PRJNA63447_GSM749735_CTCF_peaks.narrowPeak" "Brain"
"GSM749736" "CTCF" "FIBROBLAST" "AoAF" "564" "PRJNA63447_GSM749736_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749737" "CTCF" "KIDNEY" "HRE" "582" "PRJNA63447_GSM749737_CTCF_peaks.narrowPeak" "Kidney"
"GSM749739" "CTCF" "UTERUS" "HeLa" "427" "PRJNA63447_GSM749739_CTCF_peaks.narrowPeak" "Cervix"
"GSM749740" "CTCF" "BLOOD" "GM12865" "544" "PRJNA63447_GSM749740_CTCF_peaks.narrowPeak" "B cell"
"GSM749741" "CTCF" "BLOOD" "GM12874" "585" "PRJNA63447_GSM749741_CTCF_peaks.narrowPeak" "B cell"
"GSM749743" "CTCF" "VASCULAR" "HBMEC" "577" "PRJNA63447_GSM749743_CTCF_peaks.narrowPeak" "Brain"
"GSM749745" "CTCF" "NEURAL" "HCPEpiC" "584" "PRJNA63447_GSM749745_CTCF_peaks.narrowPeak" "Brain"
"GSM749747" "CTCF" "SKIN" "NHEK" "434" "PRJNA63447_GSM749747_CTCF_peaks.narrowPeak" "Keratinocyte"
"GSM749748" "CTCF" "GI" "Caco-2" "574" "PRJNA63447_GSM749748_CTCF_peaks.narrowPeak" "Colon"
"GSM749749" "CTCF" "VASCULAR" "HUVEC" "428" "PRJNA63447_GSM749749_CTCF_peaks.narrowPeak" "Endothelial"
"GSM749750" "CTCF" "FIBROBLAST" "AG09309" "570" "PRJNA63447_GSM749750_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749751" "CTCF" "FIBROBLAST" "HPAF" "571" "PRJNA63447_GSM749751_CTCF_peaks.narrowPeak" "Pancreas"
"GSM749752" "CTCF" "FIBROBLAST" "BJ" "567" "PRJNA63447_GSM749752_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749753" "CTCF" "BREAST" "HMEC" "432" "PRJNA63447_GSM749753_CTCF_peaks.narrowPeak" "Breast"
"GSM749757" "CTCF" "BLOOD" "GM12874" "585" "PRJNA63447_GSM749757_CTCF_peaks.narrowPeak" "B cell"
"GSM749759" "CTCF" "FIBROBLAST" "AG10803" "580" "PRJNA63447_GSM749759_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM749762" "CTCF" "BLOOD" "GM12864" "550" "PRJNA63447_GSM749762_CTCF_peaks.narrowPeak" "B cell"
"GSM749764" "CTCF" "BLOOD" "GM12875" "566" "PRJNA63447_GSM749764_CTCF_peaks.narrowPeak" "B cell"
"GSM749768" "CTCF" "EYE" "WERI-Rb-1" "569" "PRJNA63447_GSM749768_CTCF_peaks.narrowPeak" "Brain"
"GSM749769" "CTCF" "FIBROBLAST" "AG04450" "543" "PRJNA63447_GSM749769_CTCF_peaks.narrowPeak" "Lung"
"GSM749779" "CTCF" "LUNG" "SAEC" "572" "PRJNA63447_GSM749779_CTCF_peaks.narrowPeak" "Lung"
"GSM754331" "JUND" "BLOOD" "GM12878" "458" "PRJNA63447_GSM754331_JUND_peaks.narrowPeak" "B cell"
"GSM754332" "FOS" "BLOOD" "GM12878" "586" "PRJNA63447_GSM754332_FOS_peaks.narrowPeak" "B cell"
"GSM754333" "MAX" "BLOOD" "GM12878" "587" "PRJNA63447_GSM754333_MAX_peaks.narrowPeak" "B cell"
"GSM754334" "MYC" "BLOOD" "GM12878" "440" "PRJNA63447_GSM754334_MYC_peaks.narrowPeak" "B cell"
"GSM777637" "NR4A1" "BLOOD" "K-562" "588" "PRJNA63447_GSM777637_NR4A1_peaks.narrowPeak" "Myeloid"
"GSM777638" "JUNB" "BLOOD" "K-562" "589" "PRJNA63447_GSM777638_JUNB_peaks.narrowPeak" "Myeloid"
"GSM777639" "JUND" "BLOOD" "K-562" "590" "PRJNA63447_GSM777639_JUND_peaks.narrowPeak" "Myeloid"
"GSM777641" "GATA2" "BLOOD" "K-562" "70" "PRJNA63447_GSM777641_GATA2_peaks.narrowPeak" "Myeloid"
"GSM777644" "FOS" "BLOOD" "K-562" "35" "PRJNA63447_GSM777644_FOS_peaks.narrowPeak" "Myeloid"
"GSM803333" "CTCF" "NEURAL" "SK-N-SH" "457" "PRJNA63447_GSM803333_CTCF_peaks.narrowPeak" "Brain"
"GSM803334" "PAX5" "BLOOD" "GM12892" "591" "PRJNA63447_GSM803334_PAX5_peaks.narrowPeak" "B cell"
"GSM803335" "REST" "NEURAL" "SK-N-SH" "466" "PRJNA63447_GSM803335_REST_peaks.narrowPeak" "Brain"
"GSM803337" "PAX5" "BLOOD" "GM12891" "592" "PRJNA63447_GSM803337_PAX5_peaks.narrowPeak" "B cell"
"GSM803341" "RXRA" "BLOOD" "GM12878" "593" "PRJNA63447_GSM803341_RXRA_peaks.narrowPeak" "B cell"
"GSM803343" "GABPA" "LIVER" "Hep G2" "594" "PRJNA63447_GSM803343_GABPA_peaks.narrowPeak" "Liver"
"GSM803344" "REST" "LIVER" "Hep G2" "488" "PRJNA63447_GSM803344_REST_peaks.narrowPeak" "Liver"
"GSM803347" "USF1" "BLOOD" "GM12878" "595" "PRJNA63447_GSM803347_USF1_peaks.narrowPeak" "B cell"
"GSM803349" "REST" "BLOOD" "GM12878" "306" "PRJNA63447_GSM803349_REST_peaks.narrowPeak" "B cell"
"GSM803350" "SRF" "BLOOD" "GM12878" "596" "PRJNA63447_GSM803350_SRF_peaks.narrowPeak" "B cell"
"GSM803353" "FOXP2" "NEURAL" "SK-N-MC" "597" "PRJNA63447_GSM803353_FOXP2_peaks.narrowPeak" "Brain"
"GSM803356" "GABPA" "BLOOD" "GM12878" "308" "PRJNA63447_GSM803356_GABPA_peaks.narrowPeak" "B cell"
"GSM803362" "PAX5" "BLOOD" "GM12878" "598" "PRJNA63447_GSM803362_PAX5_peaks.narrowPeak" "B cell"
"GSM803363" "SP1" "BLOOD" "GM12878" "599" "PRJNA63447_GSM803363_SP1_peaks.narrowPeak" "B cell"
"GSM803365" "REST" "STEMCELL" "hESC H1" "600" "PRJNA63447_GSM803365_REST_peaks.narrowPeak" "Stem cell"
"GSM803370" "REST" "PANCREAS" "PANC-1" "492" "PRJNA63447_GSM803370_REST_peaks.narrowPeak" "Pancreas"
"GSM803377" "SP1" "STEMCELL" "hESC H1" "601" "PRJNA63447_GSM803377_SP1_peaks.narrowPeak" "Stem cell"
"GSM803379" "MEF2A" "BLOOD" "K-562" "602" "PRJNA63447_GSM803379_MEF2A_peaks.narrowPeak" "Myeloid"
"GSM803380" "ATF3" "BLOOD" "K-562" "603" "PRJNA63447_GSM803380_ATF3_peaks.narrowPeak" "Myeloid"
"GSM803382" "FOSL1" "STEMCELL" "hESC H1" "604" "PRJNA63447_GSM803382_FOSL1_peaks.narrowPeak" "Stem cell"
"GSM803384" "SPI1" "BLOOD" "K-562" "605" "PRJNA63447_GSM803384_SPI1_peaks.narrowPeak" "Myeloid"
"GSM803385" "HEY1" "BLOOD" "K-562" "606" "PRJNA63447_GSM803385_HEY1_peaks.narrowPeak" "Myeloid"
"GSM803390" "IRF4" "BLOOD" "GM12878" "607" "PRJNA63447_GSM803390_IRF4_peaks.narrowPeak" "B cell"
"GSM803391" "PAX5" "BLOOD" "GM12878" "598" "PRJNA63447_GSM803391_PAX5_peaks.narrowPeak" "B cell"
"GSM803398" "SPI1" "BLOOD" "GM12891" "608" "PRJNA63447_GSM803398_SPI1_peaks.narrowPeak" "B cell"
"GSM803401" "CTCF" "BLOOD" "K-562" "429" "PRJNA63447_GSM803401_CTCF_peaks.narrowPeak" "Myeloid"
"GSM803402" "SP2" "BLOOD" "K-562" "609" "PRJNA63447_GSM803402_SP2_peaks.narrowPeak" "Myeloid"
"GSM803403" "FOXA2" "LIVER" "Hep G2" "610" "PRJNA63447_GSM803403_FOXA2_peaks.narrowPeak" "Liver"
"GSM803404" "HNF4G" "LIVER" "Hep G2" "611" "PRJNA63447_GSM803404_HNF4G_peaks.narrowPeak" "Liver"
"GSM803408" "THAP1" "BLOOD" "K-562" "612" "PRJNA63447_GSM803408_THAP1_peaks.narrowPeak" "Myeloid"
"GSM803411" "ZEB1" "BLOOD" "GM12878" "613" "PRJNA63447_GSM803411_ZEB1_peaks.narrowPeak" "B cell"
"GSM803414" "EGR1" "BLOOD" "K-562" "614" "PRJNA63447_GSM803414_EGR1_peaks.narrowPeak" "Myeloid"
"GSM803415" "ELF1" "LIVER" "Hep G2" "615" "PRJNA63447_GSM803415_ELF1_peaks.narrowPeak" "Liver"
"GSM803419" "CTCF" "STEMCELL" "hESC H1" "14" "PRJNA63447_GSM803419_CTCF_peaks.narrowPeak" "Stem cell"
"GSM803420" "MEF2C" "BLOOD" "GM12878" "616" "PRJNA63447_GSM803420_MEF2C_peaks.narrowPeak" "B cell"
"GSM803424" "GABPA" "STEMCELL" "hESC H1" "617" "PRJNA63447_GSM803424_GABPA_peaks.narrowPeak" "Stem cell"
"GSM803425" "SRF" "STEMCELL" "hESC H1" "618" "PRJNA63447_GSM803425_SRF_peaks.narrowPeak" "Stem cell"
"GSM803426" "USF1" "STEMCELL" "hESC H1" "619" "PRJNA63447_GSM803426_USF1_peaks.narrowPeak" "Stem cell"
"GSM803429" "USF1" "LUNG" "A549" "498" "PRJNA63447_GSM803429_USF1_peaks.narrowPeak" "Lung"
"GSM803430" "EGR1" "STEMCELL" "hESC H1" "620" "PRJNA63447_GSM803430_EGR1_peaks.narrowPeak" "Stem cell"
"GSM803432" "FOXA1" "LIVER" "Hep G2" "621" "PRJNA63447_GSM803432_FOXA1_peaks.narrowPeak" "Liver"
"GSM803434" "EGR1" "BLOOD" "GM12878" "465" "PRJNA63447_GSM803434_EGR1_peaks.narrowPeak" "B cell"
"GSM803439" "FOSL1" "BLOOD" "K-562" "622" "PRJNA63447_GSM803439_FOSL1_peaks.narrowPeak" "Myeloid"
"GSM803440" "REST" "BLOOD" "K-562" "411" "PRJNA63447_GSM803440_REST_peaks.narrowPeak" "Myeloid"
"GSM803441" "USF1" "BLOOD" "K-562" "623" "PRJNA63447_GSM803441_USF1_peaks.narrowPeak" "Myeloid"
"GSM803442" "ETS1" "BLOOD" "K-562" "624" "PRJNA63447_GSM803442_ETS1_peaks.narrowPeak" "Myeloid"
"GSM803448" "HEY1" "LIVER" "Hep G2" "625" "PRJNA63447_GSM803448_HEY1_peaks.narrowPeak" "Liver"
"GSM803451" "FOSL2" "LIVER" "Hep G2" "626" "PRJNA63447_GSM803451_FOSL2_peaks.narrowPeak" "Liver"
"GSM803452" "RXRA" "LIVER" "Hep G2" "627" "PRJNA63447_GSM803452_RXRA_peaks.narrowPeak" "Liver"
"GSM803453" "CTCF" "LUNG" "A549" "413" "PRJNA63447_GSM803453_CTCF_peaks.narrowPeak" "Lung"
"GSM803454" "GABPA" "UTERUS" "HeLa" "119" "PRJNA63447_GSM803454_GABPA_peaks.narrowPeak" "Cervix"
"GSM803456" "CTCF" "LUNG" "A549" "413" "PRJNA63447_GSM803456_CTCF_peaks.narrowPeak" "Lung"
"GSM803457" "USF1" "LUNG" "A549" "498" "PRJNA63447_GSM803457_USF1_peaks.narrowPeak" "Lung"
"GSM803460" "HNF4A" "LIVER" "Hep G2" "628" "PRJNA63447_GSM803460_HNF4A_peaks.narrowPeak" "Liver"
"GSM803461" "FOXA1" "LIVER" "Hep G2" "621" "PRJNA63447_GSM803461_FOXA1_peaks.narrowPeak" "Liver"
"GSM803469" "E2F6" "BLOOD" "K-562" "51" "PRJNA63447_GSM803469_E2F6_peaks.narrowPeak" "Myeloid"
"GSM803472" "USF1" "NEURAL" "SK-N-SH" "493" "PRJNA63447_GSM803472_USF1_peaks.narrowPeak" "Brain"
"GSM803477" "SRF" "BLOOD" "GM12878" "596" "PRJNA63447_GSM803477_SRF_peaks.narrowPeak" "B cell"
"GSM803478" "REST" "UTERUS" "HeLa" "629" "PRJNA63447_GSM803478_REST_peaks.narrowPeak" "Cervix"
"GSM803486" "CTCF" "LIVER" "Hep G2" "431" "PRJNA63447_GSM803486_CTCF_peaks.narrowPeak" "Liver"
"GSM803494" "ELF1" "BLOOD" "K-562" "630" "PRJNA63447_GSM803494_ELF1_peaks.narrowPeak" "Myeloid"
"GSM803496" "ELF1" "BLOOD" "GM12878" "631" "PRJNA63447_GSM803496_ELF1_peaks.narrowPeak" "B cell"
"GSM803500" "JUND" "LIVER" "Hep G2" "632" "PRJNA63447_GSM803500_JUND_peaks.narrowPeak" "Liver"
"GSM803502" "SRF" "LIVER" "Hep G2" "633" "PRJNA63447_GSM803502_SRF_peaks.narrowPeak" "Liver"
"GSM803503" "ATF3" "LIVER" "Hep G2" "634" "PRJNA63447_GSM803503_ATF3_peaks.narrowPeak" "Liver"
"GSM803505" "SP1" "BLOOD" "K-562" "635" "PRJNA63447_GSM803505_SP1_peaks.narrowPeak" "Myeloid"
"GSM803506" "RXRA" "STEMCELL" "hESC H1" "636" "PRJNA63447_GSM803506_RXRA_peaks.narrowPeak" "Stem cell"
"GSM803507" "SP1" "LIVER" "Hep G2" "637" "PRJNA63447_GSM803507_SP1_peaks.narrowPeak" "Liver"
"GSM803508" "ATF3" "BLOOD" "GM12878" "638" "PRJNA63447_GSM803508_ATF3_peaks.narrowPeak" "B cell"
"GSM803510" "ETS1" "BLOOD" "GM12878" "639" "PRJNA63447_GSM803510_ETS1_peaks.narrowPeak" "B cell"
"GSM803511" "MEF2A" "BLOOD" "GM12878" "640" "PRJNA63447_GSM803511_MEF2A_peaks.narrowPeak" "B cell"
"GSM803512" "ATF3" "STEMCELL" "hESC H1" "641" "PRJNA63447_GSM803512_ATF3_peaks.narrowPeak" "Stem cell"
"GSM803520" "SRF" "BLOOD" "K-562" "642" "PRJNA63447_GSM803520_SRF_peaks.narrowPeak" "Myeloid"
"GSM803523" "MAX" "BLOOD" "K-562" "643" "PRJNA63447_GSM803523_MAX_peaks.narrowPeak" "Myeloid"
"GSM803524" "GABPA" "BLOOD" "K-562" "644" "PRJNA63447_GSM803524_GABPA_peaks.narrowPeak" "Myeloid"
"GSM803527" "USF1" "LIVER" "Hep G2" "645" "PRJNA63447_GSM803527_USF1_peaks.narrowPeak" "Liver"
"GSM803529" "JUND" "STEMCELL" "hESC H1" "646" "PRJNA63447_GSM803529_JUND_peaks.narrowPeak" "Stem cell"
"GSM803531" "SPI1" "BLOOD" "GM12878" "309" "PRJNA63447_GSM803531_SPI1_peaks.narrowPeak" "B cell"
"GSM803532" "PBX3" "BLOOD" "GM12878" "647" "PRJNA63447_GSM803532_PBX3_peaks.narrowPeak" "B cell"
